source_id,ra,dec,pmra,pmdec,parallax,pmra_error,pmdec_error,parallax_error,radial_velocity,phot_g_mean_mag,bp_rp,age_flame,age_flame_lower,age_flame_upper,mass_flame,teff_gspspec,mh_gspspec,alphafe_gspspec,gaiadr3_source_id,C_O,mg_fe,si_fe,fe_h,al_fe,ba_fe,rv_comp_1,teff,logg
6260855878434612864,236.88461866972855,-17.363139869810226,-3.1105896858688964,-2.976257625179653,0.5366056632922505,0.016815875,0.011656187,0.015078727,-39.592133,12.21882,1.5762968,2.7369368,2.4462929,3.0279932,1.5224895,4316.0,-0.01,-0.06,6260855878434612864,0.6036200106229865,0.024599634,0.112851635,0.20842779,0.069877714,-0.08300394,-39.55331,4404.6265,2.2725475
4236223245886917504,302.2164838779757,-0.83524022758877,-3.7229192040000543,-6.725502300721121,0.5830014463453419,0.015533628,0.011376166,0.015687242,-20.203735,12.890812,1.4645529,2.0214577,1.7672436,2.2382417,1.6649219,4770.0,0.43,-0.07,4236223245886917504,0.6835814444415685,0.009761967,0.085808784,0.14791295,0.1428164,-0.15727462,-19.955935,4569.6807,2.6886737
4127574214133424256,255.80176968220778,-21.614140478720532,-2.9604869576998696,-4.241879685101127,0.37901289990130194,0.0202067,0.014418237,0.017709611,-40.978203,13.309024,1.5940084,,,,,,,,4127574214133424256,0.6525297030093481,-0.01492817,0.07999438,0.19585797,0.06967881,-0.10242599,-40.50738,4610.1113,2.4603214
4129406855178907520,256.6695950135716,-18.412188116636248,-5.150774202302932,-6.596716706525766,0.7645883422403603,0.018135626,0.013118538,0.015191723,-27.045921,11.880268,1.6043005,,,,,4508.0,0.19,-0.11,4129406855178907520,0.724990741508016,0.037812606,0.073646754,0.18289454,0.14020312,0.01922135,-26.384123,4581.301,2.4246511
5818304823386105088,253.97379808583628,-62.10537675634077,-3.5770881601199753,-4.168772415450929,0.3499160925127305,0.012250553,0.011277841,0.01340986,-24.879461,13.32595,1.5622263,,,,,,,,5818304823386105088,0.6805772143158584,-0.0054885074,0.124488294,0.28823358,0.12575969,-0.29653686,-27.306925,4384.0435,2.407099
5777689619760490240,255.87122596139523,-77.04924625042896,-5.0734685755539735,-7.107289357720178,0.5271825806761733,0.0084427595,0.009587487,0.009286439,-29.042183,12.40365,1.3663702,0.55621547,0.4024505,0.8372386,2.6036818,4535.0,0.0,-0.12,5777689619760490240,0.7126664045979738,-0.01784183,0.0485412,0.13276267,0.09296346,-0.07377092,-28.243553,4628.247,2.5205076
5782385599566314624,240.82121821833329,-73.9887884845758,-2.366070932898997,-6.565834082962501,0.6078290988140719,0.009131663,0.011133205,0.011149981,-24.554848,11.787053,1.3744383,,,,,4596.0,0.12,-0.08,5782385599566314624,0.5902047065751966,0.037310176,0.074648246,0.20980152,0.10995236,0.0018336102,-25.03281,4660.9487,2.4657633
6040602469376714880,238.34097040196446,-30.363466692749977,-5.482157548116342,-2.7363602422571676,0.37808495213653576,0.016408468,0.0105696125,0.015361363,-43.45658,13.144704,1.44242,0.62014174,0.5564458,0.6838378,2.5039725,,,,6040602469376714880,0.6989991179978302,-0.024105027,0.08644499,0.16333011,0.074236125,-0.046772428,-43.448208,4607.895,2.502808
4128492993540966912,256.4202773111914,-19.335100293257316,-4.374570313733559,-3.791572654475205,0.6348674994698178,0.063943125,0.046874084,0.055694636,-40.187492,12.217896,1.5062466,0.502684,0.43318558,0.70176244,2.7033553,4453.0,0.06,-0.06,4128492993540966912,0.6920995031246077,0.022515655,0.0681286,0.13547423,0.040103182,-0.14332841,-39.95264,4549.0483,2.4518514
6265466650387964800,234.38022339320608,-14.242136447554008,-3.236793733699993,-4.89310804301652,0.8089214601267009,0.022216247,0.016773742,0.016054744,-23.022535,11.442283,1.4675207,,,,,4476.0,0.04,-0.05,6265466650387964800,0.6271989598634718,0.039081603,0.07176052,0.15539047,0.13870496,-0.03363636,-22.95093,4574.089,2.4148366
4141578143959168896,258.1795104423951,-12.55272699818955,-3.2779752802756907,-3.3250878822230527,0.5680240597400669,0.01800331,0.013450887,0.015983256,-44.21578,13.096484,1.8980942,0.45513263,0.40967435,0.5203979,2.8019638,,,,4141578143959168896,0.5770139699037016,0.052721985,0.09352572,0.138255,0.10976088,-0.1322377,-44.34537,4672.0566,2.4752884
5803823464964563968,263.37583765985175,-72.39427283711395,-1.8379040782331169,-6.413558038023872,0.3194476215487306,0.009345205,0.010397544,0.0115997605,-25.931692,13.17737,1.3644304,,,,,,,,5803823464964563968,0.6470933421472259,0.06602108,0.072563216,0.16463418,0.091891944,0.086580865,-25.12253,4573.847,2.431135
5823219674731013376,232.00432487850333,-68.47268972807592,-3.2753396264786154,-3.6278126461290294,0.35804730556065756,0.010053228,0.01464405,0.015850024,-26.935797,12.983554,1.5086756,3.9931552,3.5021813,4.5251913,1.3613244,4331.0,0.25,-0.08,5823219674731013376,0.6771807443674306,0.007636048,0.12413171,0.27827993,0.13993296,-0.4741945,-26.486729,4392.7627,2.316794
4127662656103722240,255.86354389701035,-21.13637612398525,-2.647019451753108,-6.92076344394895,0.39520284811424694,0.018750615,0.012924308,0.016593596,-26.52538,13.116039,1.6018591,,,,,,,,4127662656103722240,0.690393426193512,0.008549646,0.08607826,0.16488698,0.09541115,-0.26977143,-26.028833,4620.266,2.4427266
6046906691108403072,252.50316791207706,-24.262862164596445,-5.087618702270122,-5.650934255485701,0.631664496475843,0.016003795,0.011399326,0.013498943,-17.423569,12.046595,1.7595663,,,,,4375.0,0.14,-0.06,6046906691108403072,0.6149050028262765,0.047044925,0.09933537,0.19963768,0.1343101,0.09255833,-17.181385,4340.595,2.177904
6092954306783441792,216.29668474595243,-47.10720294901524,-2.837117527468112,-2.810924430957739,0.3424804483638532,0.017868187,0.025777403,0.018499307,-27.136919,13.367109,1.4750252,1.1632307,0.8596393,1.3144964,2.0093355,,,,6092954306783441792,0.5922175979430178,0.05491232,0.07222301,0.2862688,0.13283208,-0.10399692,-27.378149,4574.6343,2.5074508
5810932593613051008,262.1065454502916,-69.8181739433076,-2.1964936450519,-6.01127914015342,0.5431179327032338,0.0075030103,0.009866281,0.010738817,-25.196676,12.049552,1.3319569,,,,,4542.0,0.02,0.05,5810932593613051008,0.6112649098022723,0.027036779,0.119152695,0.15672427,0.0599508,-0.23268268,-24.085457,4622.436,2.4342835
5819621969600883840,238.85054261352087,-69.03669594812195,-5.628033906961665,-5.6294294800313445,0.5071277015064733,0.006586151,0.009305483,0.010439185,-36.038055,12.464627,1.4184017,,,,,4557.0,0.21,-0.07,5819621969600883840,0.67584346603746,0.0086089745,0.049537573,0.19041511,0.11480293,-0.11184004,-35.712788,4582.9126,2.424046
5809027487868696448,246.25268133119863,-68.52951861529137,-2.754386598837482,-5.907092086291503,0.42120301511721925,0.01677993,0.025447605,0.028647466,-21.181154,12.953219,1.3532953,2.7724779,2.4204104,3.107771,1.5130557,,,,5809027487868696448,0.6868089239239761,0.036999352,0.056372818,0.149387,0.037047133,-0.016520914,-21.900637,4672.5864,2.5640466
6683985782874571648,298.04887735972545,-45.83121892326183,-2.2113484861350754,-6.202975898303334,0.6383314107767202,0.014408969,0.011213635,0.01471729,-44.444786,11.842516,1.3347015,,,,,4489.0,0.09,-0.07,6683985782874571648,0.6499758123110425,0.04978124,0.054963734,0.16988316,0.1321198,-0.042064674,-44.36233,4635.052,2.4658794
5823336532201143168,233.17077206403053,-68.06008167314421,-3.9777373087395307,-3.493447435672702,0.622272056097604,0.007913922,0.009844576,0.010647059,-21.607319,11.998721,1.4022951,,,,,4486.0,-0.0,-0.08,5823336532201143168,0.6560375702403036,0.045260184,0.069130406,0.13687223,0.12441376,-0.044877537,-21.384052,4621.228,2.4310818
5918262005273208064,266.6498991418525,-57.90202524584825,-3.739049652977402,-4.844872017548704,0.3205024728494153,0.016085202,0.016858181,0.019635022,-24.07444,13.21831,1.3676329,,,,,,,,5918262005273208064,0.5889761291523382,0.039607137,0.02899586,0.15900296,0.12410268,0.23620355,-22.381132,4760.738,2.6045675
5798527804658273536,226.9441541818081,-71.51172728065352,-3.828736467399384,-4.419219377262415,0.34410613646379484,0.01235046,0.014871024,0.013977966,-28.838947,13.893823,1.308672,,,,,,,,5798527804658273536,0.6495976893805668,0.021300234,0.0466992,0.20694557,0.09466371,0.026040494,-29.056103,4815.222,3.0018873
5913247308842287104,259.32296162010596,-63.084389845051966,-2.5882429215757536,-7.5549388001455275,0.7173150074611138,0.00981444,0.011300487,0.014296205,-32.53452,11.642964,1.3944654,,,,,4542.0,0.13,-0.08,5913247308842287104,0.6906497937441723,0.03760805,0.07676734,0.20884007,0.08194581,-0.07173608,-31.996035,4609.7427,2.4423845
5889778542432563072,231.3926223518823,-51.29345819367935,-4.762424928076137,-4.158491469837577,0.715424422050989,0.014784389,0.016432818,0.015466354,-31.363527,13.133434,1.4940977,9.9087105,7.4660773,11.047469,1.0528722,,,,5889778542432563072,0.6935311567641281,0.046460144,0.0329297,0.18600968,0.12062958,-0.26656166,-31.055244,4763.2075,3.0227602
5941773996284313216,245.1780988483835,-47.66514375010953,-2.3484160537244936,-3.559490836010908,0.5307286842640111,0.01976511,0.015002878,0.01966967,-26.419283,13.554681,1.8611689,0.5568341,0.50004494,0.6136233,2.6016262,,,,5941773996284313216,0.6062136170302728,0.0032786354,0.06745364,0.24351904,0.12800145,-0.15322986,-28.174519,4904.0967,2.8619056
5831207828548311680,246.49309469955168,-60.64020002587085,-2.9672654512915937,-3.8532224920291327,0.40566489950858475,0.011936637,0.010523423,0.011996628,-22.29464,12.629275,1.5822115,,,,,,,,5831207828548311680,0.5978886739090343,0.019503705,0.09028265,0.15822752,0.048306867,0.12933666,-21.85499,4388.106,2.1845129
5976396964605916288,255.97853473236938,-37.54099537622065,-3.744490851769269,-8.011884738243468,0.7395419215125788,0.016425975,0.011618019,0.01484073,-34.299812,12.426618,1.8309698,0.41349065,0.37257856,0.45440271,2.902126,4660.0,0.17,-0.08,5976396964605916288,0.5866761685619885,0.043536805,0.079700634,0.25886497,0.09159759,-0.16149929,-34.05055,4672.1904,2.4901211
5935662395258791680,244.73378767167569,-48.90882838673191,-2.729023583069841,-3.8359662247340474,0.43017494685514873,0.01923376,0.014248408,0.015572438,-26.172651,13.055338,2.3751612,0.20243128,0.2,0.22064157,3.8009698,4614.0,0.09,-0.16,5935662395258791680,0.5776935955166965,-0.014820084,0.07335986,0.19320375,0.13286471,0.05023033,-25.524578,4740.194,2.3164816
5813525143257322496,260.28426633269754,-65.74838732743152,-3.6362935796855353,-6.900115347427613,0.822291864226196,0.01693721,0.019670079,0.023057211,-39.840485,11.366119,1.3656912,,,,,4455.0,0.06,-0.08,5813525143257322496,0.6403443655078926,0.0561881,0.08636181,0.21578047,0.116337985,0.0446236,-39.326057,4583.4907,2.4616857
5972404569165222400,260.4771383780749,-39.21241015043346,-1.7029237669943258,-5.879196130223093,0.5198658367781714,0.024003886,0.01879219,0.021568883,-37.36011,12.874979,2.3551216,0.2924776,0.26470122,0.32025397,3.3019848,4557.0,0.26,-0.1,5972404569165222400,0.6158026513723395,0.0098897815,0.12335195,0.2142367,0.0451784,0.11205345,-37.324764,4603.898,2.2501643
4074709832513794688,282.2536018431312,-25.392736486779835,-2.5066569577676736,-3.1712839439612472,0.3810989102937786,0.019346403,0.01783,0.01629226,-18.050207,13.266551,1.6891966,,,,,,,,4074709832513794688,0.5913116417123626,0.0511365,0.064512804,0.2757636,0.05951026,-0.088019125,-16.47188,4531.3535,2.3990228
5933909430136506496,245.4572695864962,-52.217761902515804,-3.0297094067457455,-6.6156338204735645,0.384476865081451,0.017222391,0.013950764,0.016678033,-43.88448,13.313166,1.6613684,0.3767974,0.339866,0.41372883,3.0028589,4734.0,0.2,-0.04,5933909430136506496,0.5940989210499692,0.03102909,0.07192998,0.18337047,0.09932092,-0.060405035,-45.78108,4722.1133,2.4871976
4040674415773725184,267.62875421430294,-35.41828661215983,-1.7325650330363855,-4.57615751545605,0.4121201488274714,0.021609014,0.013623762,0.020562999,-45.058483,12.671485,1.8069696,,,,,4591.0,0.26,-0.08,4040674415773725184,0.5997867375708983,0.020419791,0.11732519,0.16261348,0.05560276,0.04527071,-46.422886,4495.0522,2.1735275
4104167222178325760,277.89257690327173,-14.125651749056944,-1.8423113011038845,-5.963252861785738,0.30664464580274997,0.03409598,0.026189212,0.028866146,-22.14818,13.343451,1.7970114,0.317533,0.27819476,0.3480067,3.2015681,,,,4104167222178325760,0.6082463919866895,0.06860917,0.09572622,0.18056032,0.10853574,0.05126612,-20.803066,4730.321,2.4823563
5834422289498831616,243.19754607779637,-60.20436732804838,-3.336395450600336,-4.1084917158046235,0.5223682780467145,0.012789926,0.011605128,0.012431158,-20.742891,12.52092,1.4488544,0.45461982,0.40925533,0.49998727,2.8038921,4737.0,0.36,-0.05,5834422289498831616,0.6199766833338551,-0.004172869,0.053210434,0.18841729,0.10815787,-0.115155876,-20.707233,4779.287,2.6200674
5928609921523408512,249.898923848282,-55.96120612841925,-2.0554383022240796,-6.413623034929776,0.4010699771932531,0.019208696,0.014461471,0.016072903,-38.66153,12.94926,1.5813618,0.5559812,0.49934927,0.64104927,2.6040325,4470.0,0.25,-0.16,5928609921523408512,0.6628231990102349,0.04385508,0.07017428,0.24699453,0.05254449,-0.22819185,-38.91616,4535.4316,2.397664
5953887590769193472,268.48894441128203,-46.945732723490806,-2.949435923562647,-6.154163441470334,0.7699595410858345,0.020916987,0.015715946,0.019603187,-35.610817,11.290992,1.3675308,,,,,4600.0,0.12,-0.09,5953887590769193472,0.5853234787194476,-0.003720902,0.081439525,0.14697088,0.1394121,-0.05872844,-35.299183,4665.7583,2.4562716
4115710479349843328,257.2098587284815,-21.136548568066875,-3.0702775683056407,-5.427373101678922,0.8400650945230891,0.02064553,0.015920948,0.018714419,-27.40922,11.83458,1.7219009,0.94488055,0.36818045,4.201377,2.1581752,4523.0,0.11,-0.15,4115710479349843328,0.577523038103395,0.036684453,0.055843364,0.1986835,0.096452326,-0.07667774,-28.101456,4610.1753,2.4358702
4104313972615595008,276.2050746200523,-14.13164734256222,-2.8358757338194547,-3.3609121093475323,0.8768361929102276,0.016013782,0.012523734,0.013946646,-25.248774,11.803052,1.7622623,0.3768512,0.339916,0.41378647,3.0027544,4505.0,0.12,-0.11,4104313972615595008,0.6181663926731127,0.000952512,0.066598445,0.2500218,0.15428093,-0.09956981,-24.752981,4600.5635,2.4423845
4241532577081151488,297.3046592602434,2.7112563816589166,-5.7625282174012575,-7.772769489454982,0.733574456019668,0.01588857,0.012367466,0.016952323,-17.163258,13.621253,1.3906603,10.28728,9.399741,11.174916,1.0406013,,,,4241532577081151488,0.7173462402873726,0.032274358,0.0687301,0.22665146,0.08702305,-0.23791361,-16.58836,4904.7417,3.3547375
5937808057844427136,250.140597243274,-49.67437755932711,-2.4353811962067358,-4.280130472035275,0.3935631156521514,0.031287495,0.022137618,0.027313624,-27.303173,11.602556,2.2047997,,,,,4615.0,0.26,-0.17,5937808057844427136,0.5840484668110596,-0.012631297,0.07047789,0.17790808,0.10793823,0.4037932,-25.959095,4463.9346,1.7458458
5865525995949523072,207.25173508271166,-62.41354690334604,-4.5407950930093355,-3.1045639470710333,0.43094714755846575,0.010619693,0.011794944,0.015293841,-21.167263,13.493603,1.8281813,0.37677222,0.33981648,0.41372818,3.0021982,,,,5865525995949523072,0.6603963898270083,-0.02472167,0.10922535,0.16879143,0.052608997,-0.24159512,-21.356665,4874.69,2.662756
5911031621111618176,269.0963062375193,-62.616321119468964,-2.967354912007756,-6.983563922574551,0.5023054077494261,0.009329413,0.010911423,0.018959759,-20.750315,12.104529,1.4365311,,,,,4389.0,0.04,-0.1,5911031621111618176,0.7001418285214106,0.0506716,0.0955839,0.17940629,0.13641101,-0.06493888,-20.481657,4583.648,2.4143271
6021214609065226752,250.69749081034726,-33.60018340860218,-2.565683140067376,-3.5070290932785335,0.3947053925461574,0.022273706,0.017637134,0.016685672,-37.281727,13.589813,1.9202414,0.3767857,0.33983344,0.41373795,3.0022933,,,,6021214609065226752,0.6491770640494963,-0.006197542,0.08087781,0.13669033,0.038121507,0.058189057,-37.272106,4656.866,2.4410396
5931244179587378560,245.44442355734452,-57.209343939774435,-2.867117051378764,-4.4227378557198715,0.3214151445429485,0.01915444,0.01362045,0.01698028,-45.728497,13.604188,1.5191908,0.6200053,0.5563176,0.6837074,2.5040832,,,,5931244179587378560,0.6312181069751398,0.028143331,0.08914271,0.23948577,0.1185461,-0.1114441,-45.85219,4881.6494,2.7837892
5931631619996588032,243.6174785101192,-55.658060339213236,-3.7995896119123866,-4.6326421944077545,0.6760515418877193,0.020703778,0.016788777,0.019948583,-37.877506,11.767993,1.9004307,,,,,,,,5931631619996588032,0.6309580308716395,0.020620428,0.03973544,0.18236119,0.15403646,0.13538536,-37.91807,4575.803,2.2743783
5826281707224768256,236.13740354760634,-63.66549519002178,-4.409514729628571,-4.39001706268076,0.3880670580696046,0.008703294,0.0151434345,0.01288578,-20.95903,13.226644,1.5123405,3.416189,3.058683,3.979662,1.4227953,,,,5826281707224768256,0.6432559831845004,0.031673968,0.06139272,0.23710877,0.096793264,0.015454896,-20.710632,4576.6963,2.5248137
5857759488173718656,200.9908620164441,-66.15376710166302,-2.857573044474678,-3.780438793504876,0.3957719063206099,0.012691379,0.017877353,0.015578813,-26.410116,12.9003725,2.0457506,,,,,4102.0,0.09,-0.08,5857759488173718656,0.7004482820424158,0.060452916,0.12320271,0.14514461,0.121264815,-0.04529766,-26.56245,4166.0205,1.8259263
6018688992174175360,248.6217015520705,-37.12335546089979,-4.649104267980853,-3.8891818345814113,0.5292613777236508,0.019953107,0.014121604,0.016007796,-18.88581,12.391316,2.2028065,,,,,4290.0,0.17,-0.08,6018688992174175360,0.7065165140318463,0.033324115,0.123951554,0.24752867,0.12747702,-0.123101935,-18.753977,4338.8433,1.9941465
4471431765437176192,271.5874968361183,5.467040175651736,-3.459711099238619,-7.818342175584606,0.8321815147552655,0.017364735,0.01928912,0.017028896,-16.971039,11.449975,1.5261612,,,,,4472.0,-0.01,-0.07,4471431765437176192,0.6442365056205519,0.05783201,0.049495388,0.1508601,0.09960908,-0.053507738,-16.30811,4624.784,2.4361672
5889169202483200000,234.87874091676048,-51.79254313567753,-3.807574293275441,-4.571754045807255,0.5377035141862656,0.014980752,0.01364025,0.015144888,-28.274975,11.850546,1.7695751,,,,,4472.0,0.15,-0.07,5889169202483200000,0.5999766633852103,-0.006412104,0.11152437,0.14530498,0.06896809,0.07638306,-28.537043,4482.8896,2.1604195
5877341588484215424,221.45851702592816,-62.53788156109489,-7.238491718126391,-6.191798427709703,0.592761719688856,0.011087404,0.012608886,0.012304177,-37.474472,12.583956,1.768343,,,,,4517.0,0.13,-0.1,5877341588484215424,0.5839003409584773,0.050646655,0.07930879,0.19457054,0.12129608,-0.066400796,-36.293736,4641.433,2.445844
5942721401671797760,250.45994383927862,-46.62782996949219,-2.589035975179926,-3.2408295734588535,0.7764796873969031,0.02099236,0.018538738,0.018227093,-41.134186,13.598435,1.8192196,2.4482443,2.1816974,2.7105355,1.5622311,,,,5942721401671797760,0.6849284160845358,0.012088358,0.041508567,0.17535108,0.09495029,-0.09300659,-50.39456,4851.749,3.086115
5865444632091457152,206.34325683705862,-62.416517688405214,-6.113976176702711,-2.9331811422720317,0.5646901806956744,0.009522233,0.0116190165,0.014104965,-25.875795,12.56928,1.6576223,,,,,4566.0,0.15,-0.14,5865444632091457152,0.6147401226770444,0.03707426,0.062315088,0.26859635,0.044884875,-0.07747532,-22.423622,4636.9956,2.480375
5891175158366877568,217.43890027117752,-58.267826226174094,-6.2499511367512905,-3.491155632871775,0.4654421218159038,0.0107501885,0.011367465,0.012035585,-39.14894,13.13172,1.7439766,0.41348395,0.35854623,0.45437276,2.9026768,4722.0,0.31,-0.16,5891175158366877568,0.5873396734750826,0.0012597218,0.06029666,0.16833976,0.12642813,-0.09377372,-40.078697,4708.525,2.4900603
6716686259418879744,283.92133659030793,-40.54934131150939,-2.3093771939525407,-4.697614421595229,0.771103607330832,0.017383445,0.015555542,0.015577705,-35.757305,11.33724,1.3733263,,,,,4483.0,0.13,-0.08,6716686259418879744,0.6939939867668129,-0.02377062,0.08210273,0.19763774,0.083538264,-0.10992123,-35.198986,4567.86,2.409876
5940457434187703040,249.45545121472674,-49.43252379110777,-3.764735169541101,-4.264463302336911,0.5663334893661313,0.025729772,0.017238645,0.024499422,-43.211327,12.507194,2.30904,,,,3.9591532,4451.0,-0.01,-0.14,5940457434187703040,0.6530243528295605,0.0707996,0.12567486,0.16383103,0.11541271,0.12528405,-44.79812,4586.0156,2.1997964
5990700923687542912,244.0265099801636,-44.707238886393604,-3.5160246880883124,-3.407853009718857,0.6675258243196515,0.014720533,0.011195777,0.016097568,-31.207018,12.45369,1.7049189,,,,,4656.0,0.09,-0.17,5990700923687542912,0.6011661531084032,-0.023466244,0.04269137,0.19214492,0.045687944,-0.13146046,-30.82589,4762.0903,2.6017842
5833826315491067008,236.3093553215645,-59.36681274779001,-4.3669000778613745,-4.78361732599722,0.5772425679017273,0.013297367,0.012129415,0.011882042,-34.48168,12.669876,1.8673315,0.45432252,0.39295995,0.49971345,2.8033483,4466.0,0.19,-0.12,5833826315491067008,0.6512588806599375,0.013178602,0.06281182,0.24638453,0.073753834,-0.13449141,-33.412785,4548.827,2.4165947
5863877450121136384,205.9175606722202,-64.9086768617915,-7.20394420706643,-4.811934114846055,0.6590424983502434,0.023600893,0.034917958,0.029182736,-17.11552,12.355438,1.4601192,,,,,4773.0,0.2,-0.16,5863877450121136384,0.6354202036921631,-0.001173541,0.0655067,0.13272235,0.037216306,0.023229428,-17.92392,4763.5225,2.759588
4251717903044018816,281.0365812250476,-8.513467799550014,-2.57063463000543,-3.7987026200208214,0.5392643477823148,0.017755317,0.01586285,0.017933559,-34.49259,12.865581,2.037341,0.37705436,0.3400967,0.42855734,3.0022438,4485.0,0.14,-0.04,4251717903044018816,0.5838807731834372,0.057261907,0.05939937,0.21583846,0.08358827,0.08406369,-33.644077,4351.5796,2.206432
