pl_name,hostname,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,gaia_dr3_id
Kepler-6 b,Kepler-6,0.04448,0.0019,-0.00084,Gaia DR3 2086636884980514304
Kepler-6 b,Kepler-6,0.04852,0.00074,-0.00133,Gaia DR3 2086636884980514304
Kepler-6 b,Kepler-6,0.045,,,Gaia DR3 2086636884980514304
Kepler-6 b,Kepler-6,0.0435,,,Gaia DR3 2086636884980514304
Kepler-6 b,Kepler-6,0.0435,,,Gaia DR3 2086636884980514304
Kepler-6 b,Kepler-6,0.04408,0.00044,-0.00044,Gaia DR3 2086636884980514304
Kepler-6 b,Kepler-6,0.0435,,,Gaia DR3 2086636884980514304
Kepler-6 b,Kepler-6,0.04438,0.00198,-0.00097,Gaia DR3 2086636884980514304
Kepler-6 b,Kepler-6,0.04567,0.00055,-0.00046,Gaia DR3 2086636884980514304
Kepler-6 b,Kepler-6,0.0435,,,Gaia DR3 2086636884980514304
Kepler-491 b,Kepler-491,0.05191,0.00051,-0.00051,Gaia DR3 2102468134431912064
Kepler-491 b,Kepler-491,0.0524,,,Gaia DR3 2102468134431912064
Kepler-491 b,Kepler-491,0.0516,,,Gaia DR3 2102468134431912064
Kepler-491 b,Kepler-491,0.0524,,,Gaia DR3 2102468134431912064
Kepler-491 b,Kepler-491,0.052,,,Gaia DR3 2102468134431912064
Kepler-491 b,Kepler-491,0.0524,,,Gaia DR3 2102468134431912064
Kepler-257 b,Kepler-257,0.0333,,,Gaia DR3 2080246282881778048
Kepler-257 b,Kepler-257,0.03391,0.00021,-0.00021,Gaia DR3 2080246282881778048
Kepler-257 b,Kepler-257,0.0333,,,Gaia DR3 2080246282881778048
Kepler-257 b,Kepler-257,0.034,,,Gaia DR3 2080246282881778048
Kepler-257 b,Kepler-257,0.032,,,Gaia DR3 2080246282881778048
Kepler-257 b,Kepler-257,0.0333,,,Gaia DR3 2080246282881778048
Kepler-257 b,Kepler-257,0.0333,,,Gaia DR3 2080246282881778048
Kepler-216 b,Kepler-216,0.0785,,,Gaia DR3 2128067720065692672
Kepler-216 b,Kepler-216,0.0785,,,Gaia DR3 2128067720065692672
Kepler-216 b,Kepler-216,0.0767,,,Gaia DR3 2128067720065692672
Kepler-216 b,Kepler-216,0.079,,,Gaia DR3 2128067720065692672
Kepler-216 b,Kepler-216,0.0794,0.00105,-0.00105,Gaia DR3 2128067720065692672
Kepler-216 b,Kepler-216,0.079,,,Gaia DR3 2128067720065692672
Kepler-216 b,Kepler-216,0.0785,,,Gaia DR3 2128067720065692672
Kepler-32 c,Kepler-32,0.06699,0.00268,-0.00268,Gaia DR3 2080287892525359872
Kepler-32 c,Kepler-32,0.067,0.001,-0.001,Gaia DR3 2080287892525359872
Kepler-32 c,Kepler-32,0.0669,,,Gaia DR3 2080287892525359872
Kepler-32 c,Kepler-32,0.0664,,,Gaia DR3 2080287892525359872
Kepler-32 c,Kepler-32,0.09,,,Gaia DR3 2080287892525359872
Kepler-32 c,Kepler-32,0.0669,,,Gaia DR3 2080287892525359872
Kepler-32 c,Kepler-32,0.0669,,,Gaia DR3 2080287892525359872
Kepler-32 c,Kepler-32,0.068,,,Gaia DR3 2080287892525359872
Kepler-259 c,Kepler-259,0.2155,,,Gaia DR3 2130405041264941184
Kepler-259 c,Kepler-259,0.2155,,,Gaia DR3 2130405041264941184
Kepler-259 c,Kepler-259,0.217,,,Gaia DR3 2130405041264941184
Kepler-259 c,Kepler-259,0.218,,,Gaia DR3 2130405041264941184
Kepler-259 c,Kepler-259,0.2155,,,Gaia DR3 2130405041264941184
Kepler-259 c,Kepler-259,0.20699,0.00256,-0.00256,Gaia DR3 2130405041264941184
Kepler-259 c,Kepler-259,0.2155,,,Gaia DR3 2130405041264941184
Kepler-148 c,Kepler-148,0.049,,,Gaia DR3 2127828988601389440
Kepler-148 c,Kepler-148,0.05,,,Gaia DR3 2127828988601389440
Kepler-148 c,Kepler-148,0.049,,,Gaia DR3 2127828988601389440
Kepler-148 c,Kepler-148,0.049,,,Gaia DR3 2127828988601389440
Kepler-148 c,Kepler-148,0.047,,,Gaia DR3 2127828988601389440
Kepler-148 c,Kepler-148,0.0487,,,Gaia DR3 2127828988601389440
Kepler-222 d,Kepler-222,0.1777,,,Gaia DR3 2130460394803778816
Kepler-222 d,Kepler-222,0.17673,0.00095,-0.00095,Gaia DR3 2130460394803778816
Kepler-222 d,Kepler-222,0.1777,,,Gaia DR3 2130460394803778816
Kepler-222 d,Kepler-222,0.1777,,,Gaia DR3 2130460394803778816
Kepler-222 d,Kepler-222,0.18,,,Gaia DR3 2130460394803778816
Kepler-222 d,Kepler-222,0.1777,,,Gaia DR3 2130460394803778816
Kepler-222 d,Kepler-222,0.172,,,Gaia DR3 2130460394803778816
Kepler-29 c,Kepler-29,0.1087,,,Gaia DR3 2086435189017387264
Kepler-29 c,Kepler-29,0.1088,,,Gaia DR3 2086435189017387264
Kepler-29 c,Kepler-29,0.111,,,Gaia DR3 2086435189017387264
Kepler-29 c,Kepler-29,0.11,,,Gaia DR3 2086435189017387264
Kepler-29 c,Kepler-29,0.1088,,,Gaia DR3 2086435189017387264
Kepler-29 c,Kepler-29,0.10027,0.00113,-0.00113,Gaia DR3 2086435189017387264
Kepler-29 c,Kepler-29,0.1088,,,Gaia DR3 2086435189017387264
Kepler-179 b,Kepler-179,0.0361,,,Gaia DR3 2086468453545432960
Kepler-179 b,Kepler-179,0.036,,,Gaia DR3 2086468453545432960
Kepler-179 b,Kepler-179,0.03688,0.00025,-0.00025,Gaia DR3 2086468453545432960
Kepler-179 b,Kepler-179,0.0361,,,Gaia DR3 2086468453545432960
Kepler-179 b,Kepler-179,0.0362,,,Gaia DR3 2086468453545432960
Kepler-179 b,Kepler-179,0.036,,,Gaia DR3 2086468453545432960
Kepler-179 b,Kepler-179,0.0361,,,Gaia DR3 2086468453545432960
Kepler-165 c,Kepler-165,0.1095,0.00125,-0.00125,Gaia DR3 2119814820141727232
Kepler-165 c,Kepler-165,0.1088,,,Gaia DR3 2119814820141727232
Kepler-165 c,Kepler-165,0.1088,,,Gaia DR3 2119814820141727232
Kepler-165 c,Kepler-165,0.1088,,,Gaia DR3 2119814820141727232
Kepler-165 c,Kepler-165,0.11,,,Gaia DR3 2119814820141727232
Kepler-165 c,Kepler-165,0.112,,,Gaia DR3 2119814820141727232
Kepler-165 c,Kepler-165,0.1145,,,Gaia DR3 2119814820141727232
Kepler-228 c,Kepler-228,0.052,,,Gaia DR3 2086660283961964416
Kepler-228 c,Kepler-228,0.0514,,,Gaia DR3 2086660283961964416
Kepler-228 c,Kepler-228,0.051,,,Gaia DR3 2086660283961964416
Kepler-228 c,Kepler-228,0.0514,,,Gaia DR3 2086660283961964416
Kepler-228 c,Kepler-228,0.0514,,,Gaia DR3 2086660283961964416
Kepler-228 c,Kepler-228,0.05053,0.00057,-0.00057,Gaia DR3 2086660283961964416
Kepler-228 c,Kepler-228,0.0514,,,Gaia DR3 2086660283961964416
Kepler-20 c,Kepler-20,0.0919,,,Gaia DR3 2102548708017562112
Kepler-20 c,Kepler-20,0.093,,,Gaia DR3 2102548708017562112
Kepler-20 c,Kepler-20,0.0919,,,Gaia DR3 2102548708017562112
Kepler-20 c,Kepler-20,0.09408,0.00077,-0.00077,Gaia DR3 2102548708017562112
Kepler-20 c,Kepler-20,0.0919,,,Gaia DR3 2102548708017562112
Kepler-20 c,Kepler-20,0.093,0.0011,-0.0011,Gaia DR3 2102548708017562112
Kepler-20 c,Kepler-20,0.0940486658,,,Gaia DR3 2102548708017562112
Kepler-20 c,Kepler-20,0.0936,0.0018,-0.0018,Gaia DR3 2102548708017562112
Kepler-20 c,Kepler-20,0.0949,0.0027,-0.0023,Gaia DR3 2102548708017562112
Kepler-20 c,Kepler-20,0.0919,,,Gaia DR3 2102548708017562112
Kepler-166 d,Kepler-166,0.0246,,,Gaia DR3 2129025841368107136
Kepler-166 d,Kepler-166,0.0246,,,Gaia DR3 2129025841368107136
Kepler-166 d,Kepler-166,0.025,,,Gaia DR3 2129025841368107136
Kepler-166 d,Kepler-166,0.0246,,,Gaia DR3 2129025841368107136
Kepler-166 d,Kepler-166,0.0246,,,Gaia DR3 2129025841368107136
Kepler-166 d,Kepler-166,0.02449,0.00027,-0.00027,Gaia DR3 2129025841368107136
Kepler-52 b,Kepler-52,0.065,,,Gaia DR3 2133589776693414016
Kepler-52 b,Kepler-52,0.0639,,,Gaia DR3 2133589776693414016
Kepler-52 b,Kepler-52,0.0639,,,Gaia DR3 2133589776693414016
Kepler-52 b,Kepler-52,0.0665,,,Gaia DR3 2133589776693414016
Kepler-52 b,Kepler-52,0.0637,0.00272,-0.00272,Gaia DR3 2133589776693414016
Kepler-52 b,Kepler-52,0.0639,,,Gaia DR3 2133589776693414016
Kepler-197 d,Kepler-197,0.1185,,,Gaia DR3 2135179533070399232
Kepler-197 d,Kepler-197,0.116444539,,,Gaia DR3 2135179533070399232
Kepler-197 d,Kepler-197,0.11646,0.00095,-0.00095,Gaia DR3 2135179533070399232
Kepler-197 d,Kepler-197,0.1194,,,Gaia DR3 2135179533070399232
Kepler-197 d,Kepler-197,0.117,,,Gaia DR3 2135179533070399232
Kepler-197 d,Kepler-197,0.119,,,Gaia DR3 2135179533070399232
Kepler-197 d,Kepler-197,0.1194,,,Gaia DR3 2135179533070399232
Kepler-197 d,Kepler-197,0.1194,,,Gaia DR3 2135179533070399232
K2-183 d,K2-183,0.1527,0.002,-0.002,Gaia DR3 652007410271734912
K2-187 e,K2-187,0.1106,0.0013,-0.0013,Gaia DR3 689268759823937280
K2-187 c,K2-187,0.0392,0.0005,-0.0005,Gaia DR3 689268759823937280
K2-270 b,K2-270,0.0247,0.0002,-0.0002,Gaia DR3 608395625151767680
Kepler-184 d,Kepler-184,0.179,,,Gaia DR3 2125831210335846016
Kepler-184 d,Kepler-184,0.17668,0.00179,-0.00179,Gaia DR3 2125831210335846016
Kepler-184 d,Kepler-184,0.177,,,Gaia DR3 2125831210335846016
Kepler-184 d,Kepler-184,0.183,,,Gaia DR3 2125831210335846016
Kepler-184 d,Kepler-184,0.1765,,,Gaia DR3 2125831210335846016
Kepler-184 d,Kepler-184,0.1765,,,Gaia DR3 2125831210335846016
Kepler-184 d,Kepler-184,0.1765,,,Gaia DR3 2125831210335846016
Kepler-257 d,Kepler-257,0.1582,,,Gaia DR3 2080246282881778048
Kepler-257 d,Kepler-257,0.16,,,Gaia DR3 2080246282881778048
Kepler-257 d,Kepler-257,0.16109,0.00099,-0.00099,Gaia DR3 2080246282881778048
Kepler-257 d,Kepler-257,0.1582,,,Gaia DR3 2080246282881778048
Kepler-257 d,Kepler-257,0.1582,,,Gaia DR3 2080246282881778048
Kepler-257 d,Kepler-257,0.1582,,,Gaia DR3 2080246282881778048
Kepler-257 d,Kepler-257,0.15,,,Gaia DR3 2080246282881778048
K2-280 b,K2-280,0.1488,0.0019,-0.002,Gaia DR3 6772454416893148928
K2-280 b,K2-280,0.1461,0.0099,-0.0097,Gaia DR3 6772454416893148928
Kepler-222 c,Kepler-222,0.091,,,Gaia DR3 2130460394803778816
Kepler-222 c,Kepler-222,0.0898,,,Gaia DR3 2130460394803778816
Kepler-222 c,Kepler-222,0.0898,,,Gaia DR3 2130460394803778816
Kepler-222 c,Kepler-222,0.0898,,,Gaia DR3 2130460394803778816
Kepler-222 c,Kepler-222,0.08931,0.00048,-0.00048,Gaia DR3 2130460394803778816
Kepler-222 c,Kepler-222,0.0898,,,Gaia DR3 2130460394803778816
Kepler-222 c,Kepler-222,0.087,,,Gaia DR3 2130460394803778816
HATS-36 b,HATS-36,0.05425,0.00043,-0.00043,Gaia DR3 6771542097119292928
HATS-36 b,HATS-36,0.0523,0.0006,-0.0006,Gaia DR3 6771542097119292928
Kepler-229 b,Kepler-229,0.0619,0.00049,-0.00049,Gaia DR3 2131114947819394816
Kepler-229 b,Kepler-229,0.062,,,Gaia DR3 2131114947819394816
Kepler-229 b,Kepler-229,0.062,,,Gaia DR3 2131114947819394816
Kepler-229 b,Kepler-229,0.0617,,,Gaia DR3 2131114947819394816
Kepler-229 b,Kepler-229,0.0621,,,Gaia DR3 2131114947819394816
Kepler-229 b,Kepler-229,0.0621,,,Gaia DR3 2131114947819394816
Kepler-229 b,Kepler-229,0.0621,,,Gaia DR3 2131114947819394816
K2-222 b,K2-222,0.1206,0.0029,-0.0029,Gaia DR3 2584093844170270720
K2-222 b,K2-222,0.1211,0.0016,-0.0017,Gaia DR3 2584093844170270720
K2-214 b,K2-214,0.0834,0.0009,-0.0009,Gaia DR3 2551946391916754176
K2-220 b,K2-220,0.1104,0.0014,-0.0015,Gaia DR3 2581918597853527424
K2-216 b,K2-216,0.028,0.003,-0.007,Gaia DR3 2556231154370582400
K2-216 b,K2-216,0.0298,0.0002,-0.0003,Gaia DR3 2556231154370582400
K2-212 b,K2-212,0.0785,0.0006,-0.0006,Gaia DR3 2538824923230146560
Kepler-166 c,Kepler-166,0.198,,,Gaia DR3 2129025841368107136
Kepler-166 c,Kepler-166,0.1931,,,Gaia DR3 2129025841368107136
Kepler-166 c,Kepler-166,0.1931,,,Gaia DR3 2129025841368107136
Kepler-166 c,Kepler-166,0.195,,,Gaia DR3 2129025841368107136
Kepler-166 c,Kepler-166,0.1937,,,Gaia DR3 2129025841368107136
Kepler-166 c,Kepler-166,0.19263,0.00216,-0.00216,Gaia DR3 2129025841368107136
Kepler-166 c,Kepler-166,0.1931,,,Gaia DR3 2129025841368107136
K2-151 b,K2-151,0.0373,0.0002,-0.0002,Gaia DR3 2579620343673729408
K2-151 b,K2-151,0.0365,0.0014,-0.0014,Gaia DR3 2579620343673729408
K2-295 b,K2-295,0.0451,0.0006,-0.0014,Gaia DR3 2564784633279953536
K2-282 b,K2-282,0.0499,0.0006,-0.0007,Gaia DR3 2580848395082660992
K2-283 b,K2-283,0.0291,0.0003,-0.0003,Gaia DR3 2581916673708201216
K2-281 b,K2-281,0.0773,0.0008,-0.0008,Gaia DR3 2577432178095422976
Kepler-197 b,Kepler-197,0.06,,,Gaia DR3 2135179533070399232
Kepler-197 b,Kepler-197,0.0601,,,Gaia DR3 2135179533070399232
Kepler-197 b,Kepler-197,0.059,,,Gaia DR3 2135179533070399232
Kepler-197 b,Kepler-197,0.05863,0.00048,-0.00048,Gaia DR3 2135179533070399232
Kepler-197 b,Kepler-197,0.0596,,,Gaia DR3 2135179533070399232
Kepler-197 b,Kepler-197,0.0586170065,,,Gaia DR3 2135179533070399232
Kepler-197 b,Kepler-197,0.0601,,,Gaia DR3 2135179533070399232
Kepler-197 b,Kepler-197,0.0601,,,Gaia DR3 2135179533070399232
K2-156 b,K2-156,0.0149,0.0001,-0.0001,Gaia DR3 3596250888028092160
K2-157 b,K2-157,0.00962,0.0001,-0.0001,Gaia DR3 3596333042162818304
K2-158 b,K2-158,0.0887,0.0008,-0.0008,Gaia DR3 3596003497911958528
K2-244 b,K2-244,0.1418,0.001,-0.0011,Gaia DR3 3597981377595128704
K2-159 b,K2-159,0.1013,0.0008,-0.0009,Gaia DR3 3600851450836925312
K2-162 b,K2-162,0.0795,0.0006,-0.0006,Gaia DR3 3694878833385971840
EPIC 201595106 b,EPIC 201595106,0.0177,0.0003,-0.0003,Gaia DR3 3701123406596146048
K2-166 b,K2-166,0.0858,0.001,-0.0009,Gaia DR3 3701015375282968064
Kepler-9 d,Kepler-9,0.027,,,Gaia DR3 2099925719951103872
Kepler-9 d,Kepler-9,0.0273,0.00042,-0.00043,Gaia DR3 2099925719951103872
Kepler-9 d,Kepler-9,0.02691,0.00023,-0.00023,Gaia DR3 2099925719951103872
Kepler-9 d,Kepler-9,0.027,,,Gaia DR3 2099925719951103872
Kepler-9 d,Kepler-9,0.027,,,Gaia DR3 2099925719951103872
Kepler-9 d,Kepler-9,0.0269056221,,,Gaia DR3 2099925719951103872
K2-263 b,K2-263,0.2573,0.003,-0.003,Gaia DR3 657756997089784960
K2-263 b,K2-263,0.2573,0.0029,-0.0029,Gaia DR3 657756997089784960
K2-187 b,K2-187,0.0164,0.0002,-0.0002,Gaia DR3 689268759823937280
K2-188 b,K2-188,0.0289,0.0003,-0.0003,Gaia DR3 666195851913506816
K2-189 b,K2-189,0.0361,0.0004,-0.0004,Gaia DR3 3606343094804432128
Kepler-42 b,Kepler-42,0.01153,0.00055,-0.00055,Gaia DR3 2126556132093765888
Kepler-42 b,Kepler-42,0.0116,,,Gaia DR3 2126556132093765888
Kepler-42 b,Kepler-42,0.0113,,,Gaia DR3 2126556132093765888
Kepler-42 b,Kepler-42,0.019,,,Gaia DR3 2126556132093765888
Kepler-42 b,Kepler-42,0.0113,,,Gaia DR3 2126556132093765888
Kepler-42 b,Kepler-42,0.0113,,,Gaia DR3 2126556132093765888
Kepler-42 b,Kepler-42,0.0113,,,Gaia DR3 2126556132093765888
K2-203 b,K2-203,0.0824,0.0011,-0.001,Gaia DR3 2535901287452166400
K2-204 b,K2-204,0.0738,0.002,-0.002,Gaia DR3 2533185974768028032
K2-208 b,K2-208,0.04878,0.00082,-0.00079,Gaia DR3 2534388703049641472
K2-211 b,K2-211,0.01419,0.00021,-0.0002,Gaia DR3 2559203924574351616
K2-223 b,K2-223,0.0127,0.0001,-0.0001,Gaia DR3 3578046995560843520
K2-223 c,K2-223,0.0549,0.0003,-0.0003,Gaia DR3 3578046995560843520
K2-224 b,K2-224,0.0516,0.0004,-0.0004,Gaia DR3 3578783977588991360
K2-224 c,K2-224,0.0886,0.0007,-0.0007,Gaia DR3 3578783977588991360
K2-225 b,K2-225,0.134,0.001,-0.001,Gaia DR3 3579573358218514944
K2-225 b,K2-225,0.1409,0.0033,-0.0031,Gaia DR3 3579573358218514944
K2-226 b,K2-226,0.04095,0.00066,-0.00049,Gaia DR3 3581264372742210048
K2-226 b,K2-226,0.0413,0.0005,-0.0005,Gaia DR3 3581264372742210048
K2-228 b,K2-228,0.0338,0.0003,-0.0003,Gaia DR3 3583611726988838144
K2-229 b,K2-229,0.012888,0.00013,-0.00013,Gaia DR3 3583630934082556416
K2-229 b,K2-229,0.0131,0.0,0.0,Gaia DR3 3583630934082556416
K2-229 c,K2-229,0.0769,0.0003,-0.0003,Gaia DR3 3583630934082556416
K2-229 c,K2-229,0.07577,0.00076,-0.00076,Gaia DR3 3583630934082556416
K2-230 b,K2-230,0.0409,0.0003,-0.0002,Gaia DR3 3676684252407983488
EPIC 229004835 b,EPIC 229004835,0.1237,0.0017,-0.0017,Gaia DR3 3694798019281730944
K2-259 b,K2-259,0.1271,0.001,-0.0011,Gaia DR3 3700295641843380224
G 9-40 b,G 9-40,0.0418,0.00064,-0.00064,Gaia DR3 684992690384102528
G 9-40 b,G 9-40,0.0385,0.0078,-0.0053,Gaia DR3 684992690384102528
HD 80653 b,HD 80653,0.01661,0.00019,-0.00019,Gaia DR3 606477252238780160
HD 80653 b,HD 80653,0.0166,0.0003,-0.0003,Gaia DR3 606477252238780160
Kepler-21 b,Kepler-21,0.0427172,3e-07,-3e-07,Gaia DR3 2099606483621385216
Kepler-21 b,Kepler-21,0.0427,,,Gaia DR3 2099606483621385216
Kepler-21 b,Kepler-21,0.04171,0.00074,-0.00074,Gaia DR3 2099606483621385216
Kepler-21 b,Kepler-21,0.043,,,Gaia DR3 2099606483621385216
Kepler-21 b,Kepler-21,0.042507,9.8e-05,-0.000119,Gaia DR3 2099606483621385216
Kepler-21 b,Kepler-21,0.0434,0.00021,-0.00032,Gaia DR3 2099606483621385216
Kepler-21 b,Kepler-21,0.0427,,,Gaia DR3 2099606483621385216
Kepler-21 b,Kepler-21,0.0427,,,Gaia DR3 2099606483621385216
Kepler-21 b,Kepler-21,0.0408,,,Gaia DR3 2099606483621385216
Kepler-8 b,Kepler-8,0.0473,,,Gaia DR3 2116730994965905280
Kepler-8 b,Kepler-8,0.047,,,Gaia DR3 2116730994965905280
Kepler-8 b,Kepler-8,0.04835,0.00083,-0.00089,Gaia DR3 2116730994965905280
Kepler-8 b,Kepler-8,0.0485,0.0012,-0.0012,Gaia DR3 2116730994965905280
Kepler-8 b,Kepler-8,0.0483,0.0006,-0.0012,Gaia DR3 2116730994965905280
Kepler-8 b,Kepler-8,0.0473,,,Gaia DR3 2116730994965905280
Kepler-8 b,Kepler-8,0.0473,,,Gaia DR3 2116730994965905280
Kepler-8 b,Kepler-8,0.0474,0.0018,-0.0021,Gaia DR3 2116730994965905280
Kepler-8 b,Kepler-8,0.04742,0.00061,-0.00061,Gaia DR3 2116730994965905280
Kepler-8 b,Kepler-8,0.0473,,,Gaia DR3 2116730994965905280
Kepler-505 b,Kepler-505,0.146,,,Gaia DR3 2102511874378223360
Kepler-505 b,Kepler-505,0.1444,,,Gaia DR3 2102511874378223360
Kepler-505 b,Kepler-505,0.1445,,,Gaia DR3 2102511874378223360
Kepler-505 b,Kepler-505,0.1444,,,Gaia DR3 2102511874378223360
Kepler-505 b,Kepler-505,0.1444,,,Gaia DR3 2102511874378223360
Kepler-745 b,Kepler-745,0.0908,,,Gaia DR3 2051748659478657152
Kepler-745 b,Kepler-745,0.0908,,,Gaia DR3 2051748659478657152
Kepler-745 b,Kepler-745,0.0915,,,Gaia DR3 2051748659478657152
Kepler-745 b,Kepler-745,0.0908,,,Gaia DR3 2051748659478657152
Kepler-745 b,Kepler-745,0.09,,,Gaia DR3 2051748659478657152
Kepler-262 c,Kepler-262,0.1515,,,Gaia DR3 2051030231707057024
Kepler-262 c,Kepler-262,0.152,,,Gaia DR3 2051030231707057024
Kepler-262 c,Kepler-262,0.1515,,,Gaia DR3 2051030231707057024
Kepler-262 c,Kepler-262,0.152,,,Gaia DR3 2051030231707057024
Kepler-262 c,Kepler-262,0.1515,,,Gaia DR3 2051030231707057024
Kepler-262 c,Kepler-262,0.1515,,,Gaia DR3 2051030231707057024
Kepler-262 c,Kepler-262,0.14297,0.00176,-0.00176,Gaia DR3 2051030231707057024
Kepler-748 b,Kepler-748,0.0745,,,Gaia DR3 2051722855314502400
Kepler-748 b,Kepler-748,0.0745,,,Gaia DR3 2051722855314502400
Kepler-748 b,Kepler-748,0.076,,,Gaia DR3 2051722855314502400
Kepler-748 b,Kepler-748,0.0745,,,Gaia DR3 2051722855314502400
Kepler-748 b,Kepler-748,0.0745,,,Gaia DR3 2051722855314502400
Kepler-264 b,Kepler-264,0.2641,,,Gaia DR3 2051738798233021824
Kepler-264 b,Kepler-264,0.258,,,Gaia DR3 2051738798233021824
Kepler-264 b,Kepler-264,0.2542,,,Gaia DR3 2051738798233021824
Kepler-264 b,Kepler-264,0.249,,,Gaia DR3 2051738798233021824
Kepler-264 b,Kepler-264,0.2542,,,Gaia DR3 2051738798233021824
Kepler-264 b,Kepler-264,0.26122,0.00159,-0.00159,Gaia DR3 2051738798233021824
Kepler-264 b,Kepler-264,0.2542,,,Gaia DR3 2051738798233021824
HD 73344 b,HD 73344,0.131,0.0003,-0.0002,Gaia DR3 666427539629086976
HD 73344 b,HD 73344,0.1296,0.0016,-0.0017,Gaia DR3 666427539629086976
Kepler-1732 b,Kepler-1732,0.2015,,,Gaia DR3 2051836379889114240
Kepler-1732 b,Kepler-1732,0.2015,,,Gaia DR3 2051836379889114240
Kepler-1732 b,Kepler-1732,0.2015,,,Gaia DR3 2051836379889114240
Kepler-1732 b,Kepler-1732,0.2015,,,Gaia DR3 2051836379889114240
Kepler-1732 b,Kepler-1732,0.2,,,Gaia DR3 2051836379889114240
Kepler-263 b,Kepler-263,0.12,,,Gaia DR3 2051832634677771008
Kepler-263 b,Kepler-263,0.1155,,,Gaia DR3 2051832634677771008
Kepler-263 b,Kepler-263,0.1195,,,Gaia DR3 2051832634677771008
Kepler-263 b,Kepler-263,0.118,,,Gaia DR3 2051832634677771008
Kepler-263 b,Kepler-263,0.1195,,,Gaia DR3 2051832634677771008
Kepler-263 b,Kepler-263,0.1195,,,Gaia DR3 2051832634677771008
Kepler-263 b,Kepler-263,0.1178,0.00098,-0.00098,Gaia DR3 2051832634677771008
Kepler-261 b,Kepler-261,0.088,,,Gaia DR3 2052528625536778624
Kepler-261 b,Kepler-261,0.08772,0.00036,-0.00036,Gaia DR3 2052528625536778624
Kepler-261 b,Kepler-261,0.089,,,Gaia DR3 2052528625536778624
Kepler-261 b,Kepler-261,0.0871,,,Gaia DR3 2052528625536778624
Kepler-261 b,Kepler-261,0.0886,,,Gaia DR3 2052528625536778624
Kepler-261 b,Kepler-261,0.0886,,,Gaia DR3 2052528625536778624
Kepler-261 b,Kepler-261,0.0886,,,Gaia DR3 2052528625536778624
Kepler-1733 b,Kepler-1733,0.0886,,,Gaia DR3 2052549584977429504
Kepler-1733 b,Kepler-1733,0.0886,,,Gaia DR3 2052549584977429504
Kepler-1733 b,Kepler-1733,0.0933,,,Gaia DR3 2052549584977429504
Kepler-1733 b,Kepler-1733,0.0886,,,Gaia DR3 2052549584977429504
Kepler-1733 b,Kepler-1733,0.091,,,Gaia DR3 2052549584977429504
Kepler-754 b,Kepler-754,0.117,,,Gaia DR3 2051669906960994304
Kepler-754 b,Kepler-754,0.116,,,Gaia DR3 2051669906960994304
Kepler-754 b,Kepler-754,0.116,,,Gaia DR3 2051669906960994304
Kepler-754 b,Kepler-754,0.116,,,Gaia DR3 2051669906960994304
Kepler-754 b,Kepler-754,0.116,,,Gaia DR3 2051669906960994304
Kepler-753 b,Kepler-753,0.0508,,,Gaia DR3 2051905030647886976
Kepler-753 b,Kepler-753,0.053,,,Gaia DR3 2051905030647886976
Kepler-753 b,Kepler-753,0.054,,,Gaia DR3 2051905030647886976
Kepler-753 b,Kepler-753,0.0508,,,Gaia DR3 2051905030647886976
Kepler-753 b,Kepler-753,0.0508,,,Gaia DR3 2051905030647886976
Kepler-752 b,Kepler-752,0.1353,,,Gaia DR3 2051896440713570048
Kepler-752 b,Kepler-752,0.1353,,,Gaia DR3 2051896440713570048
Kepler-752 b,Kepler-752,0.135,,,Gaia DR3 2051896440713570048
Kepler-752 b,Kepler-752,0.1353,,,Gaia DR3 2051896440713570048
Kepler-752 b,Kepler-752,0.1353,,,Gaia DR3 2051896440713570048
Kepler-766 b,Kepler-766,0.066,,,Gaia DR3 2052234368740841600
Kepler-766 b,Kepler-766,0.066,,,Gaia DR3 2052234368740841600
Kepler-766 b,Kepler-766,0.066,,,Gaia DR3 2052234368740841600
Kepler-766 b,Kepler-766,0.066,,,Gaia DR3 2052234368740841600
Kepler-766 b,Kepler-766,0.066,,,Gaia DR3 2052234368740841600
Kepler-771 b,Kepler-771,0.0843,,,Gaia DR3 2099527421862552832
Kepler-771 b,Kepler-771,0.0843,,,Gaia DR3 2099527421862552832
Kepler-771 b,Kepler-771,0.0843,,,Gaia DR3 2099527421862552832
Kepler-771 b,Kepler-771,0.083,,,Gaia DR3 2099527421862552832
Kepler-771 b,Kepler-771,0.0843,,,Gaia DR3 2099527421862552832
Kepler-773 b,Kepler-773,0.0465,,,Gaia DR3 2052603289249806976
Kepler-773 b,Kepler-773,0.0465,,,Gaia DR3 2052603289249806976
Kepler-773 b,Kepler-773,0.047,,,Gaia DR3 2052603289249806976
Kepler-773 b,Kepler-773,0.0465,,,Gaia DR3 2052603289249806976
Kepler-773 b,Kepler-773,0.04682,0.00053,-0.00053,Gaia DR3 2052603289249806976
Kepler-773 b,Kepler-773,0.047,,,Gaia DR3 2052603289249806976
Kepler-767 b,Kepler-767,0.5733,,,Gaia DR3 2052567623840745216
Kepler-767 b,Kepler-767,0.5874,,,Gaia DR3 2052567623840745216
Kepler-767 b,Kepler-767,0.5733,,,Gaia DR3 2052567623840745216
Kepler-767 b,Kepler-767,0.5733,,,Gaia DR3 2052567623840745216
Kepler-767 b,Kepler-767,0.581,,,Gaia DR3 2052567623840745216
